331: 6.519196, 4.977559 avg, 0.000012 rate, 7.093966 seconds, 21184 images
332: 5.255786, 5.005382 avg, 0.000012 rate, 7.005624 seconds, 21248 images
333: 5.180285, 5.022872 avg, 0.000012 rate, 7.147045 seconds, 21312 images
334: 5.105830, 5.031168 avg, 0.000012 rate, 7.175858 seconds, 21376 images
335: 5.060791, 5.034130 avg, 0.000013 rate, 7.124087 seconds, 21440 images
336: 4.993993, 5.030117 avg, 0.000013 rate, 7.138445 seconds, 21504 images
337: 4.939723, 5.021077 avg, 0.000013 rate, 7.085953 seconds, 21568 images
338: 5.124974, 5.031467 avg, 0.000013 rate, 7.158316 seconds, 21632 images
339: 5.235487, 5.051869 avg, 0.000013 rate, 7.244095 seconds, 21696 images
340: 5.008159, 5.047498 avg, 0.000013 rate, 7.080110 seconds, 21760 images
341: 4.619408, 5.004689 avg, 0.000014 rate, 7.075896 seconds, 21824 images
342: 5.436585, 5.047878 avg, 0.000014 rate, 7.156746 seconds, 21888 images
343: 4.855746, 5.028665 avg, 0.000014 rate, 7.203380 seconds, 21952 images
344: 5.130675, 5.038866 avg, 0.000014 rate, 7.183557 seconds, 22016 images
345: 4.393013, 4.974281 avg, 0.000014 rate, 7.128183 seconds, 22080 images
346: 4.453177, 4.922171 avg, 0.000014 rate, 7.101413 seconds, 22144 images
347: 5.214200, 4.951374 avg, 0.000014 rate, 7.149027 seconds, 22208 images
348: 4.326267, 4.888863 avg, 0.000015 rate, 7.187134 seconds, 22272 images
349: 5.181552, 4.918132 avg, 0.000015 rate, 7.165733 seconds, 22336 images
350: 5.307482, 4.957067 avg, 0.000015 rate, 7.219089 seconds, 22400 images
351: 3.985340, 4.859894 avg, 0.000015 rate, 7.114354 seconds, 22464 images
352: 5.101859, 4.884091 avg, 0.000015 rate, 7.100637 seconds, 22528 images
353: 4.515599, 4.847242 avg, 0.000016 rate, 7.091953 seconds, 22592 images
354: 3.890027, 4.751521 avg, 0.000016 rate, 7.060858 seconds, 22656 images
355: 4.954443, 4.771813 avg, 0.000016 rate, 7.074529 seconds, 22720 images
356: 6.087142, 4.903346 avg, 0.000016 rate, 7.445728 seconds, 22784 images
357: 4.359520, 4.848963 avg, 0.000016 rate, 7.263720 seconds, 22848 images
358: 3.732260, 4.737292 avg, 0.000016 rate, 7.298040 seconds, 22912 images
359: 4.584348, 4.721998 avg, 0.000017 rate, 7.277561 seconds, 22976 images
360: 4.058161, 4.655614 avg, 0.000017 rate, 7.133586 seconds, 23040 images
361: 4.362592, 4.626312 avg, 0.000017 rate, 7.164712 seconds, 23104 images
362: 5.061325, 4.669813 avg, 0.000017 rate, 7.486187 seconds, 23168 images
363: 4.274690, 4.630301 avg, 0.000017 rate, 7.381269 seconds, 23232 images
364: 4.738514, 4.641122 avg, 0.000018 rate, 7.230223 seconds, 23296 images
365: 4.713101, 4.648320 avg, 0.000018 rate, 7.123795 seconds, 23360 images
366: 3.801201, 4.563608 avg, 0.000018 rate, 7.070334 seconds, 23424 images
367: 4.414696, 4.548717 avg, 0.000018 rate, 7.318951 seconds, 23488 images
368: 4.326272, 4.526473 avg, 0.000018 rate, 7.293187 seconds, 23552 images
369: 4.409084, 4.514734 avg, 0.000019 rate, 7.442294 seconds, 23616 images
370: 4.131071, 4.476367 avg, 0.000019 rate, 7.176795 seconds, 23680 images
371: 4.542938, 4.483025 avg, 0.000019 rate, 7.173709 seconds, 23744 images
372: 3.794322, 4.414155 avg, 0.000019 rate, 7.128662 seconds, 23808 images
373: 4.350908, 4.407830 avg, 0.000019 rate, 7.041691 seconds, 23872 images
374: 5.111209, 4.478168 avg, 0.000020 rate, 7.126933 seconds, 23936 images
375: 3.945711, 4.424922 avg, 0.000020 rate, 7.049278 seconds, 24000 images
376: 4.879329, 4.470363 avg, 0.000020 rate, 7.049994 seconds, 24064 images
377: 4.862279, 4.509554 avg, 0.000020 rate, 7.056220 seconds, 24128 images
378: 4.897385, 4.548337 avg, 0.000020 rate, 7.081622 seconds, 24192 images
379: 4.896081, 4.583112 avg, 0.000021 rate, 7.132929 seconds, 24256 images
380: 4.921523, 4.616953 avg, 0.000021 rate, 7.087009 seconds, 24320 images
381: 4.424917, 4.597749 avg, 0.000021 rate, 7.234627 seconds, 24384 images
382: 5.456675, 4.683642 avg, 0.000021 rate, 7.059427 seconds, 24448 images
383: 4.836134, 4.698891 avg, 0.000022 rate, 7.050664 seconds, 24512 images
384: 4.896224, 4.718625 avg, 0.000022 rate, 7.058302 seconds, 24576 images
385: 4.002832, 4.647045 avg, 0.000022 rate, 7.140307 seconds, 24640 images
386: 4.482069, 4.630548 avg, 0.000022 rate, 7.404144 seconds, 24704 images
387: 4.827049, 4.650198 avg, 0.000022 rate, 7.405212 seconds, 24768 images
388: 3.940836, 4.579261 avg, 0.000023 rate, 7.308831 seconds, 24832 images
389: 5.143341, 4.635669 avg, 0.000023 rate, 7.257899 seconds, 24896 images
390: 3.860792, 4.558181 avg, 0.000023 rate, 7.057399 seconds, 24960 images
391: 4.442425, 4.546606 avg, 0.000023 rate, 7.126370 seconds, 25024 images
392: 4.299258, 4.521871 avg, 0.000024 rate, 7.106411 seconds, 25088 images
393: 3.852452, 4.454929 avg, 0.000024 rate, 7.078937 seconds, 25152 images
394: 4.806297, 4.490066 avg, 0.000024 rate, 7.299806 seconds, 25216 images
395: 4.230917, 4.464151 avg, 0.000024 rate, 7.308482 seconds, 25280 images
396: 4.784907, 4.496227 avg, 0.000025 rate, 7.294887 seconds, 25344 images
397: 4.354170, 4.482021 avg, 0.000025 rate, 7.145135 seconds, 25408 images
398: 4.958277, 4.529647 avg, 0.000025 rate, 7.283979 seconds, 25472 images
399: 3.795267, 4.456209 avg, 0.000025 rate, 7.139129 seconds, 25536 images
400: 4.584685, 4.469056 avg, 0.000026 rate, 7.108132 seconds, 25600 images
401: 4.382258, 4.460376 avg, 0.000026 rate, 7.023298 seconds, 25664 images
402: 4.526616, 4.467000 avg, 0.000026 rate, 7.171083 seconds, 25728 images
403: 4.299082, 4.450208 avg, 0.000026 rate, 7.090310 seconds, 25792 images
404: 4.477076, 4.452895 avg, 0.000027 rate, 7.098150 seconds, 25856 images
405: 3.212707, 4.328876 avg, 0.000027 rate, 7.081280 seconds, 25920 images
406: 4.221416, 4.318130 avg, 0.000027 rate, 7.086229 seconds, 25984 images
407: 4.684782, 4.354795 avg, 0.000027 rate, 7.081675 seconds, 26048 images
408: 4.452964, 4.364613 avg, 0.000028 rate, 7.092785 seconds, 26112 images
409: 3.751834, 4.303335 avg, 0.000028 rate, 7.191209 seconds, 26176 images
410: 3.456040, 4.218605 avg, 0.000028 rate, 7.220555 seconds, 26240 images
411: 4.508495, 4.247594 avg, 0.000029 rate, 7.232360 seconds, 26304 images
412: 4.495797, 4.272414 avg, 0.000029 rate, 7.297566 seconds, 26368 images
413: 7.036651, 4.548838 avg, 0.000029 rate, 7.207893 seconds, 26432 images
414: 4.999892, 4.593943 avg, 0.000029 rate, 7.515009 seconds, 26496 images
415: 4.763084, 4.610857 avg, 0.000030 rate, 7.390121 seconds, 26560 images
416: 5.644809, 4.714252 avg, 0.000030 rate, 7.177289 seconds, 26624 images
417: 5.431557, 4.785983 avg, 0.000030 rate, 7.192580 seconds, 26688 images
418: 5.082934, 4.815678 avg, 0.000031 rate, 7.159664 seconds, 26752 images
419: 5.247389, 4.858849 avg, 0.000031 rate, 7.270160 seconds, 26816 images
420: 4.456161, 4.818580 avg, 0.000031 rate, 7.134527 seconds, 26880 images
421: 5.318598, 4.868582 avg, 0.000031 rate, 7.159400 seconds, 26944 images
422: 4.363512, 4.818075 avg, 0.000032 rate, 7.288251 seconds, 27008 images
423: 4.849010, 4.821168 avg, 0.000032 rate, 7.111929 seconds, 27072 images
424: 4.589667, 4.798018 avg, 0.000032 rate, 7.122102 seconds, 27136 images
425: 3.741733, 4.692390 avg, 0.000033 rate, 7.083697 seconds, 27200 images
426: 9.189354, 5.142087 avg, 0.000033 rate, 7.076276 seconds, 27264 images
427: 5.469046, 5.174782 avg, 0.000033 rate, 7.080150 seconds, 27328 images
428: 6.186118, 5.275916 avg, 0.000034 rate, 7.089931 seconds, 27392 images
429: 6.855145, 5.433839 avg, 0.000034 rate, 7.102724 seconds, 27456 images
430: 7.078344, 5.598289 avg, 0.000034 rate, 7.074438 seconds, 27520 images
431: 7.545438, 5.793005 avg, 0.000035 rate, 7.085684 seconds, 27584 images
432: 8.175353, 6.031240 avg, 0.000035 rate, 7.108015 seconds, 27648 images
433: 9.302453, 6.358361 avg, 0.000035 rate, 7.086615 seconds, 27712 images
434: 7.350087, 6.457533 avg, 0.000035 rate, 7.026142 seconds, 27776 images
435: 6.177835, 6.429564 avg, 0.000036 rate, 7.090992 seconds, 27840 images
436: 6.171815, 6.403789 avg, 0.000036 rate, 7.036705 seconds, 27904 images
437: 6.657515, 6.429161 avg, 0.000036 rate, 7.051440 seconds, 27968 images
438: 4.976697, 6.283915 avg, 0.000037 rate, 7.130203 seconds, 28032 images
439: 3.872236, 6.042747 avg, 0.000037 rate, 7.059896 seconds, 28096 images
440: 4.436884, 5.882160 avg, 0.000037 rate, 7.188545 seconds, 28160 images
441: 4.328276, 5.726772 avg, 0.000038 rate, 7.154030 seconds, 28224 images
442: 4.243647, 5.578459 avg, 0.000038 rate, 7.112597 seconds, 28288 images
443: 7.967125, 5.817326 avg, 0.000039 rate, 7.086658 seconds, 28352 images
444: 7.371990, 5.972792 avg, 0.000039 rate, 7.097358 seconds, 28416 images
445: 85.788513, 13.954364 avg, 0.000039 rate, 7.095688 seconds, 28480 images
446: 5.028632, 13.061790 avg, 0.000040 rate, 7.057242 seconds, 28544 images
447: 7.396664, 12.495277 avg, 0.000040 rate, 7.163808 seconds, 28608 images
448: 20.874325, 13.333182 avg, 0.000040 rate, 7.218312 seconds, 28672 images
449: 39.190910, 15.918955 avg, 0.000041 rate, 7.090470 seconds, 28736 images
450: 65.392822, 20.866341 avg, 0.000041 rate, 7.118696 seconds, 28800 images
451: 69.537964, 25.733503 avg, 0.000041 rate, 7.145061 seconds, 28864 images
452: 66.017639, 29.761917 avg, 0.000042 rate, 7.161635 seconds, 28928 images
453: 50.593842, 31.845110 avg, 0.000042 rate, 7.168783 seconds, 28992 images
454: 31.669390, 31.827538 avg, 0.000042 rate, 7.069120 seconds, 29056 images
455: 17.488462, 30.393631 avg, 0.000043 rate, 7.093393 seconds, 29120 images
456: 7.286907, 28.082958 avg, 0.000043 rate, 7.077994 seconds, 29184 images
457: 6.760733, 25.950735 avg, 0.000044 rate, 7.064796 seconds, 29248 images
458: 15.874273, 24.943089 avg, 0.000044 rate, 7.077685 seconds, 29312 images
459: 41.852501, 26.634029 avg, 0.000044 rate, 7.068412 seconds, 29376 images
460: 57.258347, 29.696461 avg, 0.000045 rate, 7.067655 seconds, 29440 images
461: 89.965820, 35.723396 avg, 0.000045 rate, 7.087331 seconds, 29504 images
462: 106.980453, 42.849102 avg, 0.000046 rate, 7.064619 seconds, 29568 images
463: 98.525436, 48.416737 avg, 0.000046 rate, 7.058100 seconds, 29632 images
464: 88.330032, 52.408066 avg, 0.000046 rate, 7.073785 seconds, 29696 images
465: 102.100746, 57.377335 avg, 0.000047 rate, 7.133433 seconds, 29760 images
466: 91.483246, 60.787926 avg, 0.000047 rate, 7.125184 seconds, 29824 images
467: 50.570438, 59.766178 avg, 0.000048 rate, 7.085684 seconds, 29888 images
468: 21.576891, 55.947250 avg, 0.000048 rate, 7.066053 seconds, 29952 images
469: 9.064462, 51.258972 avg, 0.000048 rate, 7.150913 seconds, 30016 images
470: 14.740844, 47.607159 avg, 0.000049 rate, 7.174400 seconds, 30080 images
471: 31.516077, 45.998051 avg, 0.000049 rate, 7.132288 seconds, 30144 images
472: 66.238808, 48.022125 avg, 0.000050 rate, 7.079300 seconds, 30208 images
473: 106.584785, 53.878391 avg, 0.000050 rate, 7.168823 seconds, 30272 images
474: 106.172752, 59.107826 avg, 0.000050 rate, 7.091936 seconds, 30336 images
475: 117.597862, 64.956833 avg, 0.000051 rate, 7.154405 seconds, 30400 images
476: 99.721390, 68.433289 avg, 0.000051 rate, 7.069759 seconds, 30464 images
477: 61.688446, 67.758804 avg, 0.000052 rate, 7.142284 seconds, 30528 images
478: 47.246655, 65.707588 avg, 0.000052 rate, 7.072779 seconds, 30592 images
479: 20.673904, 61.204220 avg, 0.000053 rate, 7.191217 seconds, 30656 images
480: 8.342101, 55.918007 avg, 0.000053 rate, 7.436781 seconds, 30720 images
481: 14.342256, 51.760433 avg, 0.000054 rate, 7.365941 seconds, 30784 images
482: 25.170542, 49.101444 avg, 0.000054 rate, 7.098112 seconds, 30848 images
483: 51.786377, 49.369938 avg, 0.000054 rate, 7.130303 seconds, 30912 images
484: 75.311897, 51.964134 avg, 0.000055 rate, 7.155367 seconds, 30976 images
485: 79.800034, 54.747723 avg, 0.000055 rate, 7.147967 seconds, 31040 images
486: 91.892746, 58.462227 avg, 0.000056 rate, 7.416432 seconds, 31104 images
